wavenumber,L_I_xx_ir_sq,L_I_yy_ir_sq,L_I_zz_ir_sq,L_II_xx_ir_sq,L_II_yy_ir_sq,L_II_zz_ir_sq_n,L_II_zz_ir_sq_w
2400.0,0.6649241591116948,0.43973697745087054,9.787240011060649e-05,0.6470128702399075,0.4278946461509887,4.4652849027604236e-05,0.8678848166964034
2450.0,0.6678960565975942,0.4426565787161379,0.0001049605844537344,0.6498180386444625,0.4306992509741586,4.818885191501003e-05,0.8605704400863761
2500.0,0.6707751665852504,0.4452895897743934,0.00011237514553896216,0.6525359036016194,0.4332243463919899,5.1901186996609844e-05,0.8530769942105921
2550.0,0.6738199158608476,0.4471689874479704,0.00012007775859208423,0.6554161980222437,0.43501613296244446,5.5747244547883103e-05,0.8423753474163481
2600.0,0.6767514030745033,0.44870221571369917,0.00012808344219822994,0.6581906160208914,0.4364681549424934,5.975784451222718e-05,0.8316676414389768
2650.0,0.6798227471751189,0.4494548616780647,0.0001363657179675495,0.661103994838039,0.43715864772009905,6.389761630292956e-05,0.8180914735866127
2700.0,0.6830060306441648,0.44942869468275376,0.000144924101356597,0.6641297853917304,0.4370884449126564,6.816771166788821e-05,0.8019191224284165
2750.0,0.6860448958460185,0.44908504414376016,0.00015378751954128316,0.6670200615314277,0.4367043458225017,7.260627856146959e-05,0.7861222015351964
2800.0,0.6893685667880856,0.44749330508418494,0.0001628997534048584,0.6701913779631288,0.43510042654219916,7.714529854205866e-05,0.7655261404531776
2840.0,0.6920551057030283,0.4455943164715154,0.00017038594946209933,0.6727595234001477,0.433201649524429,8.087454095067894e-05,0.7476002466329577
2880.0,0.6947815369906603,0.44304514333017986,0.00017804507609176466,0.6753682645167789,0.43066463328187643,8.468310021871991e-05,0.7278751313858947
2920.0,0.6975654840183629,0.4396791955240605,0.00018586282849653745,0.6780394689579923,0.42731715724089786,8.857277706770123e-05,0.706566051400055
2960.0,0.7003715311798808,0.4355516578020473,0.00019384888962079727,0.6807344445684013,0.4232135319183629,9.254073243740126e-05,0.6838541288624349
3000.0,0.7033483531197144,0.4301038136471852,0.0002019778322065156,0.6835957357874841,0.41780168108235666,9.655179298721321e-05,0.6578066584758324
3040.0,0.7062889307320357,0.42420569351962645,0.00021028844420791054,0.6864186746660526,0.41192550568501685,0.00010063739524516931,0.6325980329442296
3060.0,0.7079874139066933,0.42025111330785414,0.00021447146986718914,0.6880479347126226,0.40798856172331927,0.00010265182334361345,0.617274595856143
3100.0,0.7113656719021335,0.4131466844359081,0.00022297594587087336,0.6912807914436239,0.4008728199166048,0.00010671869972877278,0.5921950259286233
3140.0,0.7156769777702113,0.4057867345463614,0.00023147604174328569,0.6954069744726018,0.3934384398534047,0.0001106110393897945,0.570354252843383
3160.0,0.7185566707262366,0.40206643210739074,0.0002356439321070667,0.6981664696333225,0.389646828452191,0.0001123941098633967,0.5610472435661102
3180.0,0.7217519107159229,0.39933286055865336,0.00023976877672377006,0.701235885677362,0.38681183147068665,0.00011411440306651976,0.5556817199894812
3210.0,0.7282295030926331,0.397043265654276,0.00024558389152499446,0.7075054042318069,0.38427760124621435,0.00011634714782925212,0.5566244882214654
3220.0,0.7307096476697368,0.39707690184772465,0.00024743054919385563,0.7099220267449879,0.3842071714294944,0.00011703843042384136,0.5600883017682012
3240.0,0.7355962700106174,0.39791206843295734,0.0002511192197565199,0.7146982888752129,0.3848317801602039,0.0001184591160614778,0.5691493489283842
3260.0,0.7408041519407024,0.39962288042613203,0.0002546929377840904,0.7198130041296728,0.386314258109871,0.00011984105012804029,0.5815320644978872
3280.0,0.7467027618647917,0.401484940105992,0.0002580881154504471,0.7256131650765305,0.3879369338959113,0.00012106902884580017,0.5948899933071973
3300.0,0.7525046184651957,0.4033173973483426,0.00026150816673307063,0.7313198752591398,0.389545615015819,0.00012231067545598917,0.6073786504938743
3320.0,0.7599745555116479,0.4054529285147458,0.00026448074691777073,0.7386763817819229,0.39141951967579813,0.00012317291920472864,0.6226552861352379
3340.0,0.7683590024327305,0.40822569763658495,0.000267155602344394,0.7469572205744681,0.3939079130887401,0.00012385348279026726,0.6412025109235377
3360.0,0.7772406702013649,0.41158726909779736,0.00026962741653734383,0.7557559525407873,0.39697361069709464,0.00012445679308240007,0.6625320903422407
3380.0,0.7909109457717085,0.4165512755816888,0.0002706754512869767,0.7693331754019703,0.4015277675761711,0.00012406963937181375,0.6956375825530539
3390.0,0.7975559131213749,0.42014944093293644,0.00027111035989492644,0.7759984253037141,0.4049049779479498,0.00012404998358172436,0.7176804046751133
3400.0,0.8046986612713025,0.42426597655505466,0.00027133849470587293,0.7831887345631466,0.4087842219235638,0.00012399506646499828,0.7431384777073801
3410.0,0.8111942051967785,0.4292414119853431,0.00027161514759946174,0.7898038939628848,0.4135146445334964,0.00012423236158353788,0.7732955816669258
3420.0,0.8173451221222485,0.4342490982974664,0.00027195137792823784,0.7960979328838543,0.418284568769726,0.00012460405872843827,0.8041739128744185
3440.0,0.8328932847076111,0.4470576889348736,0.0002713768467978616,0.8120996223446413,0.430509665529805,0.00012520754708946543,0.8882266778573558
3460.0,0.8443823582852339,0.46162332229806724,0.00027158676972344816,0.8243268209282106,0.44450559613054663,0.00012747605989697525,0.9878245172697053
3480.0,0.851683490467263,0.4789263702522433,0.000272612078673118,0.8327417802151255,0.4612105221763074,0.00013186680547209014,1.1145188047945163
3500.0,0.8546629022131428,0.4961215669294415,0.0002749519885628769,0.837007425644614,0.4778472496408507,0.00013800610847809674,1.250937284450418
3520.0,0.8524338162190721,0.5145317844732424,0.00027889327446584697,0.8363427035705179,0.49570179481505316,0.000146590236664312,1.4095553074045655
3540.0,0.8404822566322455,0.5368601878306951,0.00028585796826657595,0.8265214325563157,0.5174255189410797,0.0001599431412822665,1.6203659589591572
3560.0,0.8177158889617098,0.5582288086941845,0.0002969597455791419,0.805945476289865,0.5382814114435825,0.00017671579404539682,1.8369603048055814
3580.0,0.7836691518225799,0.5801437179077277,0.0003127094691721344,0.7741892220041253,0.5597286130411472,0.00019759498808017637,2.0739543094565573
3600.0,0.7324894048367693,0.6048620688338024,0.00033573325995035395,0.7254780394651178,0.5839937298508459,0.00022503893472207732,2.35655125777462
3640.0,0.5943328564304434,0.6555297364405364,0.0004020430924236894,0.5909090514157751,0.6339596340282267,0.00029089460545749413,2.9453979868094455
3680.0,0.4660776866693494,0.6889409095218824,0.0004761615920007196,0.4573677159968577,0.6680146149890592,0.0003216792819550028,2.9242534035169228
3720.0,0.5326657544245211,0.6526569202799244,0.00046473730854565897,0.5175675872145064,0.6335252926342863,0.0002786690441171845,2.158107385451406
3760.0,0.5740948489017637,0.6266653571947572,0.00046153685150879253,0.5572261841426367,0.6083736395034167,0.00026479335855339117,1.8310043148313544
3800.0,0.5952996045870383,0.6122471906630965,0.00046684552536923224,0.5776310856648957,0.5943777448829365,0.00026236023664483844,1.6721751959993576
4000.0,0.6380332900508124,0.581413895437905,0.000521025267722938,0.6187610702784462,0.5643197848458779,0.00028232840360446743,1.363262895312812
