631.029	1	1	120
631.115	1	1	119
631.201	1	1	122
631.288	1	1	124
631.374	1	1	125
631.460	1	1	125
631.547	1	1	127
631.633	1	1	127
631.719	1	1	128
631.805	1	1	136
631.892	1	1	127
631.978	1	1	128
632.064	1	1	127
632.151	1	1	130
632.237	1	1	131
632.323	1	1	133
632.409	1	1	132
632.496	1	1	135
632.582	1	1	130
632.668	1	1	130
632.754	1	1	137
632.841	1	1	128
632.927	1	1	135
633.013	1	1	134
633.099	1	1	136
633.185	1	1	136
633.272	1	1	132
633.358	1	1	139
633.444	1	1	137
633.530	1	1	142
633.616	1	1	137
633.702	1	1	131
633.789	1	1	135
633.875	1	1	136
633.961	1	1	146
634.047	1	1	139
634.133	1	1	143
634.219	1	1	143
634.305	1	1	150
634.391	1	1	138
634.478	1	1	142
634.564	1	1	158
634.650	1	1	151
634.736	1	1	152
634.822	1	1	157
634.908	1	1	153
634.994	1	1	152
635.080	1	1	162
635.166	1	1	153
635.252	1	1	163
635.338	1	1	159
635.424	1	1	160
635.510	1	1	173
635.596	1	1	178
635.682	1	1	178
635.768	1	1	185
635.854	1	1	186
635.940	1	1	199
636.026	1	1	182
636.112	1	1	202
636.198	1	1	216
636.284	1	1	219
636.370	1	1	216
636.456	1	1	237
636.542	1	1	240
636.628	1	1	247
636.714	1	1	270
636.800	1	1	270
636.886	1	1	263
636.972	1	1	262
637.058	1	1	289
637.143	1	1	313
637.229	1	1	313
637.315	1	1	292
637.401	1	1	310
637.487	1	1	345
637.573	1	1	343
637.659	1	1	346
637.745	1	1	380
637.830	1	1	348
637.916	1	1	380
638.002	1	1	378
638.088	1	1	373
638.174	1	1	405
638.260	1	1	404
638.345	1	1	457
638.431	1	1	448
638.517	1	1	474
638.603	1	1	481
638.689	1	1	515
638.774	1	1	535
638.860	1	1	560
638.946	1	1	594
639.032	1	1	591
639.118	1	1	668
639.203	1	1	686
639.289	1	1	713
639.375	1	1	779
639.461	1	1	827
639.546	1	1	912
639.632	1	1	975
639.718	1	1	1034
639.803	1	1	1143
639.889	1	1	1166
639.975	1	1	1330
640.060	1	1	1404
640.146	1	1	1561
640.232	1	1	1720
640.318	1	1	1792
640.403	1	1	1918
640.489	1	1	2066
640.574	1	1	2261
640.660	1	1	2448
640.746	1	1	2620
640.831	1	1	2816
640.917	1	1	3073
641.003	1	1	3317
641.088	1	1	3483
641.174	1	1	3744
641.259	1	1	4014
641.345	1	1	4271
641.431	1	1	4561
641.516	1	1	4902
641.602	1	1	5285
641.687	1	1	5583
641.773	1	1	5866
641.859	1	1	6335
641.944	1	1	6619
642.030	1	1	6893
642.115	1	1	7204
642.201	1	1	7794
642.286	1	1	8249
642.372	1	1	8564
642.457	1	1	9064
642.543	1	1	9420
642.628	1	1	9774
642.714	1	1	10289
642.799	1	1	10409
642.885	1	1	11119
642.970	1	1	11502
643.056	1	1	12147
643.141	1	1	12448
643.227	1	1	13008
643.312	1	1	13308
643.397	1	1	13760
643.483	1	1	13988
643.568	1	1	14658
643.654	1	1	15249
643.739	1	1	15515
643.825	1	1	15791
643.910	1	1	16168
643.995	1	1	16595
644.081	1	1	17105
644.166	1	1	17037
644.252	1	1	17624
644.337	1	1	17886
644.422	1	1	18409
644.508	1	1	18479
644.593	1	1	18779
644.678	1	1	19073
644.764	1	1	19668
644.849	1	1	19532
644.934	1	1	19869
645.020	1	1	19896
645.105	1	1	20017
645.190	1	1	20378
645.276	1	1	20790
645.361	1	1	20661
645.446	1	1	20570
645.531	1	1	20561
645.617	1	1	20831
645.702	1	1	20828
645.787	1	1	20612
645.873	1	1	20726
645.958	1	1	20625
646.043	1	1	20741
646.128	1	1	20283
646.214	1	1	20113
646.299	1	1	19920
646.384	1	1	19909
646.469	1	1	19774
646.554	1	1	19357
646.640	1	1	19443
646.725	1	1	19215
646.810	1	1	18676
646.895	1	1	18433
646.980	1	1	18113
647.066	1	1	17592
647.151	1	1	17152
647.236	1	1	17110
647.321	1	1	16591
647.406	1	1	16272
647.491	1	1	16092
647.576	1	1	15678
647.662	1	1	15314
647.747	1	1	15157
647.832	1	1	15095
647.917	1	1	14835
648.002	1	1	14724
648.087	1	1	14359
648.172	1	1	14134
648.257	1	1	13659
648.342	1	1	13550
648.427	1	1	13155
648.512	1	1	12725
648.598	1	1	12355
648.683	1	1	12265
648.768	1	1	12001
648.853	1	1	11609
648.938	1	1	11423
649.023	1	1	11118
649.108	1	1	10760
649.193	1	1	10385
649.278	1	1	10249
649.363	1	1	9857
649.448	1	1	9761
649.533	1	1	9592
649.618	1	1	9098
649.703	1	1	9022
649.788	1	1	9010
649.873	1	1	8724
649.958	1	1	8387
650.043	1	1	8278
650.127	1	1	8036
650.212	1	1	7721
650.297	1	1	7615
650.382	1	1	7442
650.467	1	1	7220
650.552	1	1	7066
650.637	1	1	7033
650.722	1	1	7053
650.807	1	1	6600
650.892	1	1	6501
650.977	1	1	6354
651.061	1	1	6184
651.146	1	1	5976
651.231	1	1	5778
651.316	1	1	5580
651.401	1	1	5372
651.486	1	1	5172
651.571	1	1	4941
651.655	1	1	4818
651.740	1	1	4687
651.825	1	1	4446
651.910	1	1	4289
651.995	1	1	4131
652.079	1	1	3939
652.164	1	1	3729
652.249	1	1	3511
652.334	1	1	3373
652.419	1	1	3319
652.503	1	1	3113
652.588	1	1	2963
652.673	1	1	2806
652.758	1	1	2642
652.842	1	1	2448
652.927	1	1	2443
653.012	1	1	2323
653.096	1	1	2103
653.181	1	1	2031
653.266	1	1	1910
653.351	1	1	1838
653.435	1	1	1747
653.520	1	1	1714
653.605	1	1	1539
653.689	1	1	1490
653.774	1	1	1395
653.859	1	1	1327
653.943	1	1	1267
654.028	1	1	1167
654.113	1	1	1124
654.197	1	1	1123
654.282	1	1	1057
654.367	1	1	1000
654.451	1	1	945
654.536	1	1	924
654.620	1	1	822
654.705	1	1	820
654.790	1	1	759
654.874	1	1	738
654.959	1	1	709
655.043	1	1	715
655.128	1	1	643
655.212	1	1	659
655.297	1	1	624
655.382	1	1	557
655.466	1	1	535
655.551	1	1	506
655.635	1	1	487
655.720	1	1	479
655.804	1	1	454
655.889	1	1	452
655.973	1	1	424
656.058	1	1	382
656.142	1	1	354
656.227	1	1	379
656.311	1	1	353
656.396	1	1	337
656.480	1	1	328
656.565	1	1	307
656.649	1	1	290
656.734	1	1	285
656.818	1	1	270
656.902	1	1	265
656.987	1	1	255
657.071	1	1	251
657.156	1	1	246
657.240	1	1	211
657.325	1	1	207
657.409	1	1	197
657.493	1	1	190
657.578	1	1	197
657.662	1	1	194
657.746	1	1	181
657.831	1	1	180
657.915	1	1	186
658.000	1	1	165
658.084	1	1	169
658.168	1	1	158
658.253	1	1	162
658.337	1	1	156
658.421	1	1	156
658.506	1	1	149
658.590	1	1	146
658.674	1	1	160
658.758	1	1	148
658.843	1	1	146
658.927	1	1	151
659.011	1	1	141
659.096	1	1	142
659.180	1	1	139
659.264	1	1	140
659.348	1	1	138
659.433	1	1	142
659.517	1	1	136
659.601	1	1	134
659.685	1	1	133
659.770	1	1	138
659.854	1	1	133
659.938	1	1	134
660.022	1	1	130
660.106	1	1	136
660.191	1	1	131
660.275	1	1	129
660.359	1	1	130
660.443	1	1	130
660.527	1	1	132
660.611	1	1	127
660.696	1	1	131
660.780	1	1	135
660.864	1	1	127
660.948	1	1	130
661.032	1	1	131
661.116	1	1	129
661.200	1	1	128
661.284	1	1	127
661.369	1	1	129
661.453	1	1	132
661.537	1	1	130
661.621	1	1	127
661.705	1	1	124
661.789	1	1	127
661.873	1	1	131
661.957	1	1	131
662.041	1	1	131
662.125	1	1	127
662.209	1	1	131
662.293	1	1	128
662.377	1	1	128
662.461	1	1	128
662.545	1	1	125
662.629	1	1	128
662.713	1	1	129
662.797	1	1	126
662.881	1	1	128
662.965	1	1	133
663.049	1	1	133
663.133	1	1	129
663.217	1	1	127
663.301	1	1	129
663.385	1	1	134
663.469	1	1	129
663.553	1	1	129
663.637	1	1	127
663.721	1	1	127
663.805	1	1	126
663.889	1	1	127
663.973	1	1	130
664.057	1	1	130
664.140	1	1	127
664.224	1	1	131
664.308	1	1	125
664.392	1	1	128
664.476	1	1	129
664.560	1	1	125
664.644	1	1	130
664.727	1	1	130
664.811	1	1	126
664.895	1	1	131
664.979	1	1	125
665.063	1	1	128
665.147	1	1	128
665.230	1	1	125
665.314	1	1	131
665.398	1	1	126
665.482	1	1	126
665.566	1	1	131
665.649	1	1	132
665.733	1	1	127
665.817	1	1	126
665.901	1	1	130
665.984	1	1	128
666.068	1	1	127
666.152	1	1	126
666.236	1	1	129
666.319	1	1	131
666.403	1	1	127
666.487	1	1	123
666.571	1	1	131
666.654	1	1	132
666.738	1	1	123
666.822	1	1	127
666.905	1	1	130
666.989	1	1	128
667.073	1	1	126
667.156	1	1	127
667.240	1	1	124
667.324	1	1	127
667.407	1	1	130
667.491	1	1	129
667.575	1	1	125
667.658	1	1	130
667.742	1	1	135
667.825	1	1	127
667.909	1	1	130
667.993	1	1	127
668.076	1	1	130
668.160	1	1	127
668.243	1	1	128
668.327	1	1	126
668.411	1	1	126
668.494	1	1	128
668.578	1	1	126
668.661	1	1	128
