wavenumber,SSP_I,SPS_I,PSS_I,PPP_I_xxz,PPP_I_xzx,PPP_I_zxx,PPP_I_zzz,SSP_II_n,SPS_II_n,PSS_II_n,PPP_II_xxz_n,PPP_II_xzx_n,PPP_II_zxx_n,PPP_II_zzz_n,SSP_II_w,SPS_II_w,PSS_II_w,PPP_II_xxz_w,PPP_II_xzx_w,PPP_II_zxx_w,PPP_II_zzz_w
2400.0,1.0270165780299036,1.2298641253701543,1.2298641253701545,1.0270165780299036,0.9497614719967903,0.9497614719967905,1.0270165780299034,1.0854890315086754,1.2338392460212266,1.2338392460212266,1.085489031508675,0.9498966593507298,0.9498966593507299,1.0854890315086756,1.6126363288081365,1.2338392460212264,1.2338392460212266,1.6126363288081365,0.9498966593507298,0.9498966593507295,1.6126363288081362
2450.0,1.0402178687099581,1.2179833674347849,1.2179833674347849,1.0402178687099584,0.9328279498023532,0.9328279498023531,1.0402178687099581,1.1115578667172525,1.222976033462356,1.2229760334623565,1.1115578667172523,0.9327400925859575,0.9327400925859577,1.1115578667172523,1.483099339279206,1.2229760334623563,1.222976033462356,1.4830993392792058,0.9327400925859575,0.9327400925859575,1.4830993392792058
2500.0,1.0719671465760223,1.1878571920066998,1.1878571920066996,1.0719671465760225,0.8968578297392437,0.8968578297392437,1.0719671465760223,1.1686471652399515,1.1941683226696624,1.1941683226696622,1.1686471652399517,0.8961600538692549,0.8961600538692551,1.1686471652399515,1.270098355158197,1.1941683226696622,1.1941683226696624,1.2700983551581975,0.8961600538692553,0.896160053869255,1.2700983551581975
2550.0,1.1074205707219795,1.106986766276216,1.106986766276216,1.1074205707219795,0.8740532847785234,0.8740532847785235,1.1074205707219795,1.1728513055379208,1.1130866734862326,1.1130866734862324,1.1728513055379208,0.8719003619340294,0.8719003619340295,1.1728513055379208,0.970416277375479,1.1130866734862326,1.1130866734862328,0.9704162773754789,0.8719003619340294,0.8719003619340295,0.970416277375479
2600.0,1.1466279839636202,1.0342400570308283,1.034240057030828,1.1466279839636202,0.853265063869586,0.8532650638695861,1.14662798396362,1.1530937368858376,1.0400805995394422,1.0400805995394422,1.1530937368858376,0.8493298829013507,0.8493298829013508,1.1530937368858372,0.7444149809847161,1.040080599539442,1.0400805995394422,0.7444149809847163,0.8493298829013508,0.8493298829013509,0.7444149809847161
2650.0,1.1602473948358991,0.9219212290899065,0.9219212290899063,1.1602473948358991,0.870808750052313,0.870808750052313,1.1602473948358996,0.9894481591338654,0.9265244654180761,0.9265244654180765,0.9894481591338656,0.8630698913697924,0.8630698913697921,0.9894481591338654,0.48702680468433196,0.9265244654180764,0.9265244654180763,0.48702680468433196,0.8630698913697923,0.8630698913697923,0.4870268046843319
2700.0,0.9936457194129051,0.7917961709948578,0.7917961709948578,0.9936457194129051,1.1031060188475537,1.1031060188475534,0.9936457194129055,0.6858644775058585,0.7941771131139206,0.7941771131139207,0.6858644775058587,1.0877975440850323,1.0877975440850325,0.6858644775058585,0.2997429359427108,0.7941771131139207,0.7941771131139207,0.29974293594271073,1.087797544085032,1.087797544085032,0.29974293594271073
2750.0,0.8882765853474406,0.7704186250903647,0.7704186250903646,0.8882765853474406,1.2547473220757999,1.2547473220758,0.8882765853474405,0.7386296621921625,0.7706190504820963,0.7706190504820964,0.7386296621921625,1.253140629681141,1.2531406296811405,0.7386296621921623,0.3815386340570866,0.7706190504820962,0.7706190504820963,0.38153863405708666,1.2531406296811407,1.2531406296811405,0.38153863405708655
2800.0,0.9245141775219116,0.8071817389305986,0.8071817389305986,0.9245141775219117,1.1501661422508906,1.1501661422508909,0.9245141775219117,0.8277467357153433,0.8071434685018074,0.8071434685018074,0.8277467357153435,1.1500333264127804,1.1500333264127802,0.8277467357153433,0.47858096783608056,0.8071434685018073,0.8071434685018074,0.47858096783608056,1.1500333264127804,1.1500333264127802,0.4785809678360806
2840.0,0.9375274876900327,0.8206900382868513,0.8206900382868512,0.9375274876900327,1.1189281564832672,1.118928156483267,0.937527487690033,0.8579282277019218,0.820581693091466,0.8205816930914661,0.8579282277019216,1.1189327736464525,1.1189327736464525,0.8579282277019216,0.5160891117175689,0.820581693091466,0.8205816930914658,0.5160891117175689,1.1189327736464523,1.1189327736464523,0.516089111717569
2880.0,0.9439415488478459,0.825013211097482,0.8250132110974818,0.9439415488478459,1.1040263889050577,1.1040263889050579,0.943941548847846,0.8732411209209004,0.824841733759005,0.8248417337590052,0.8732411209209004,1.1040812030471976,1.1040812030471971,0.8732411209209007,0.5322868791171185,0.8248417337590053,0.8248417337590052,0.5322868791171185,1.1040812030471974,1.1040812030471971,0.5322868791171185
2920.0,0.9477067451782801,0.8245022731497399,0.82450227314974,0.9477067451782802,1.0951487654498007,1.0951487654498007,0.9477067451782802,0.8827748038576558,0.8242396260130709,0.8242396260130708,0.8827748038576558,1.0952435904468636,1.0952435904468636,0.8827748038576555,0.5383155471200408,0.8242396260130707,0.8242396260130708,0.5383155471200408,1.0952435904468634,1.0952435904468638,0.5383155471200408
2960.0,0.9504163417289204,0.8214106426474531,0.8214106426474532,0.9504163417289206,1.0885599564949127,1.0885599564949127,0.9504163417289205,0.890160825610097,0.821019731443126,0.821019731443126,0.8901608256100969,1.088703307977045,1.0887033079770452,0.890160825610097,0.53970321089528,0.8210197314431259,0.821019731443126,0.53970321089528,1.0887033079770452,1.0887033079770452,0.5397032108952801
3000.0,0.9516472083217556,0.8137535730388629,0.8137535730388629,0.9516472083217558,1.085094413342971,1.0850944133429712,0.951647208321756,0.8941872382358096,0.8131848504090995,0.8131848504090994,0.8941872382358097,1.085281594351194,1.085281594351194,0.8941872382358096,0.5325184851137215,0.8131848504090995,0.8131848504090995,0.5325184851137216,1.085281594351194,1.0852815943511938,0.5325184851137216
3040.0,0.952305235006627,0.8043335740296755,0.8043335740296754,0.9523052350066268,1.082967903878473,1.0829679038784734,0.9523052350066271,0.8966416765417183,0.8035355511247869,0.803535551124787,0.8966416765417181,1.0831855500854588,1.0831855500854586,0.8966416765417181,0.5227462891190127,0.8035355511247871,0.803535551124787,0.5227462891190128,1.0831855500854588,1.0831855500854588,0.5227462891190128
3060.0,0.9522397284843653,0.7972932157657655,0.7972932157657655,0.9522397284843658,1.0827830423727351,1.0827830423727351,0.9522397284843654,0.8967682940055853,0.7963393879174284,0.7963393879174286,0.8967682940055852,1.0830055412487165,1.0830055412487165,0.8967682940055853,0.5142012390504529,0.7963393879174286,0.7963393879174286,0.5142012390504529,1.0830055412487165,1.0830055412487163,0.5142012390504528
3100.0,0.9521149130747374,0.7848081738960122,0.7848081738960122,0.9521149130747375,1.0825544774398828,1.082554477439883,0.9521149130747376,0.8967214577711953,0.7834936853859419,0.7834936853859418,0.8967214577711953,1.0827727567353953,1.082772756735395,0.8967214577711954,0.5012221650990031,0.783493685385942,0.7834936853859419,0.5012221650990032,1.0827727567353949,1.082772756735395,0.5012221650990031
3140.0,0.9512258176514429,0.7720192750423657,0.7720186694244452,0.9512198614828821,1.0838278072652483,1.0838302271984037,0.9512442092544217,0.8943136789505475,0.7702048918631775,0.770195840200846,0.8943194187697091,1.0840159195864918,1.0839878480466487,0.8941674405263816,0.4904554840176467,0.7702048918631774,0.7702044700678808,0.49045587266593904,1.084015919586492,1.0840114662524716,0.49045318794089665
3160.0,0.9502094000450652,0.7654056443581191,0.7654053418328564,0.9502033822253255,1.0857386098008313,1.0857403908159358,0.9502280554412991,0.8915830091521193,0.7632722857499564,0.7632617203556473,0.8915889611879251,1.0858956545057639,1.0858697532492514,0.8914308798209564,0.48586138866061823,0.7632722857499566,0.7632715112293464,0.48586193668909716,1.0858956545057639,1.0858917594759496,0.4858582556521881
3180.0,0.948723769929377,0.7604891247667327,0.7604886707458891,0.9487149506388544,1.08838013461059,1.0883827966438264,0.9487511595849415,0.8879182911138552,0.7580323019026783,0.7580166199156883,0.8879269160088197,1.08851211950115,1.0884733777248272,0.8876985369504576,0.4841721579907431,0.7580323019026783,0.7580311451676018,0.4841729732794859,1.0885121195011502,1.0885062726737895,0.4841674995895835
3210.0,0.9449193921365227,0.7563976466678949,0.7563976416386607,0.9449135353478366,1.09507384984884,1.0950750396516118,0.9449376705396535,0.8798307369067039,0.7533754277968299,0.7533634594725703,0.879836569907034,1.0952035726133673,1.0951797011683937,0.8796818470187462,0.4889961186604804,0.7533754277968301,0.7533743061166405,0.48899682786159543,1.0952035726133675,1.0952001761965282,0.48899213888391885
3220.0,0.9431284847988018,0.7564333943404263,0.756433385288422,0.9431198104056664,1.097940451451502,1.0979422344358305,0.9431555816981488,0.8764096959783836,0.7532233020350878,0.7532053890812174,0.8764182799034443,1.0980931119058182,1.0980572982381933,0.8761909404215108,0.4930978382705079,0.7532233020350879,0.7532216191505112,0.4930989075958666,1.0980931119058182,1.098088006936423,0.493091839358131
3240.0,0.9396211581510391,0.7579384744546439,0.7579384664168295,0.9396155181322756,1.1035960960300701,1.1035972823319165,0.9396388083836743,0.8702985498590669,0.7543904139360265,0.7543785009678675,0.870304066060271,1.1038151584820577,1.1037912748966754,0.8701583889324045,0.5031946166149919,0.7543904139360265,0.7543892893621466,0.5031953395128081,1.103815158482058,1.1038117416037048,0.5031905634562942
3260.0,0.9356070892423498,0.7611404170564092,0.7611402976761398,0.935601479094471,1.1097480356408074,1.1097491642909227,0.9356247191016479,0.8638066670087738,0.7572690148617319,0.7572574972976127,0.8638122693541626,1.110073136052093,1.1100491011347273,0.8636636971384208,0.5163079916984846,0.7572690148617318,0.7572679811694293,0.5163087156819424,1.110073136052093,1.1100697031872613,0.5163039133967902
3280.0,0.9309271004977625,0.7646911576561084,0.7646909749992546,0.9309189021399906,1.116884654173092,1.1168863460099963,0.9309529119214819,0.8562261920363103,0.7604840817959253,0.7604667994828954,0.8562342795729981,1.117336952473891,1.1173008407057319,0.8560204456331244,0.5304259124138457,0.7604840817959253,0.7604825231492189,0.530427021270166,1.1173369524738905,1.1173317760754868,0.530419669543857
3300.0,0.9265222634009201,0.7681793319645325,0.7681793319645324,0.9265222634009205,1.1238597966908448,1.1238597966908446,0.9265222634009201,0.8493947695719418,0.763665533438045,0.7636655334380449,0.8493947695719417,1.1244379659276615,1.1244379659276618,0.8493947695719417,0.5438636296466726,0.7636655334380448,0.7636655334380449,0.5438636296466726,1.1244379659276615,1.1244379659276615,0.5438636296466727
3320.0,0.9201897335382753,0.7719440503757189,0.7719443541547758,0.9201817126680436,1.1335985780866624,1.1335994449829978,0.9202151378233279,0.8390508142555646,0.767068828777194,0.7670488449486017,0.8390587997890919,1.134351653286866,1.1343181243662528,0.8388476017450979,0.5590675442084918,0.7670688287771936,0.7670666766567112,0.5590689780715317,1.1343516532868658,1.1343471622427237,0.5590595731691811
3340.0,0.9131308819211574,0.7769215327059288,0.7769217345421089,0.9131256845945708,1.1446449488445527,1.1446455259435706,0.9131473740029595,0.8282541610124157,0.7716768160601651,0.7716634703442999,0.8282592667336797,1.1456231566352946,1.1456006841675845,0.8281246158280603,0.5772989511951151,0.7716768160601648,0.7716753729487899,0.5772999308155065,1.1456231566352948,1.1456201354083098,0.5772935084603599
3360.0,0.905463085529194,0.7830395160572571,0.7830396458762539,0.9054579357278242,1.1563994368880404,1.1563999636808944,0.9054794973856652,0.817092747675415,0.7774361864761925,0.7774229792126254,0.8170978938324043,1.1576569983096614,1.1576342930888697,0.8169615936298479,0.5981594118137641,0.7774361864761927,0.7774347862797126,0.5981604075068895,1.1576569983096618,1.157653953806976,0.5981538572797114
3380.0,0.893405096082291,0.7923087220944555,0.7923089163618451,0.8933976293188299,1.1749941365437742,1.1749949301997773,0.8934289372926699,0.7998904769515328,0.786215362365689,0.7861954118310048,0.7998978204886357,1.1767181365010957,1.1766836748780696,0.7997039026102682,0.6299496879813256,0.7862153623656887,0.786213238656338,0.6299512493279968,1.176718136501095,1.1767134987274355,0.6299409828432249
3390.0,0.8872411046873107,0.7990308772417267,0.7990310069309156,0.887236211097129,1.1840177858671195,1.1840183159659403,0.8872567444768656,0.7926889391282229,0.7927243654056382,0.7927109829216648,0.7926937232636879,1.1860650272690445,1.1860419225596504,0.7925675646490316,0.6508360419538357,0.7927243654056381,0.7927229379894438,0.6508371134215225,1.1860650272690443,1.1860619122741454,0.6508300697226223
3400.0,0.8805481107480432,0.8067369210611608,0.8067369210611608,0.8805481107480431,1.1937327879160713,1.193732787916071,0.8805481107480432,0.7854758044452024,0.8002149877964192,0.800214987796419,0.7854758044452025,1.1961638541328277,1.1961638541328274,0.7854758044452025,0.6748852896622666,0.8002149877964192,0.800214987796419,0.6748852896622665,1.1961638541328277,1.1961638541328274,0.6748852896622665
3410.0,0.8739006078256646,0.816047426089964,0.8160475320031783,0.8738957861458116,1.2025177049149258,1.2025181656992465,0.8739160851860809,0.7797006837085895,0.8093421264386234,0.8093284534655396,0.779705484991935,1.205417737813727,1.205394374490654,0.7795783192554954,0.703245087983903,0.8093421264386235,0.809340668706064,0.7032462210268571,1.205417737813727,1.205414610851724,0.703238744773348
3420.0,0.867562428002364,0.8254093701290552,0.8254095294753794,0.8675553204897736,1.2107741950239161,1.2107748865720884,0.8675852648784119,0.7749360671136838,0.818537108241768,0.8185164093342971,0.7749431249579817,1.2141626286867717,1.2141274092159278,0.7747564788494842,0.7323268352545057,0.8185371082417678,0.818534897051469,0.7323285987793077,1.2141626286867717,1.214157906404562,0.732316965095472
3440.0,0.8515427148147195,0.8494629268714888,0.8494630343709583,0.8515381563283451,1.2317316178847235,1.2317320810329784,0.851557389444883,0.7651133817706746,0.8422059029421138,0.8421917638335938,0.7651179010046572,1.2364759105291485,1.236452106552859,0.7649987269061412,0.8111625202822436,0.842205902942114,0.8422043865509362,0.8111638132887445,1.236475910529148,1.236472707474736,0.8111552874132015
3460.0,0.8382724563089378,0.8767540937452505,0.8767541460831914,0.8382679744817138,1.246613962139672,1.2466143706007902,0.8382869484944319,0.7651777139954956,0.869240341236223,0.869225903747304,0.7651823237808691,1.2529569097648048,1.2529328233158896,0.7650602267396247,0.9044141419977968,0.8692403412362226,0.8692388130703577,0.9044155545670733,1.2529569097648043,1.252953683084005,0.9044062049041562
3480.0,0.8277942654550698,0.9091361768056898,0.9091362555112456,0.8277877574729028,1.2550841595232127,1.2550847680764654,0.8278153502238252,0.7772526337933106,0.9014679191615874,0.9014455530830747,0.777259468155691,1.26338695873432,1.2633506916209276,0.7770789882548791,1.022644753792575,0.9014679191615877,0.9014655425069457,1.0226471330954945,1.2633869587343207,1.2633820831650813,1.02263139180774
3500.0,0.821594788500144,0.9412276169990016,0.9412276169990014,0.821594788500144,1.2569997923610585,1.2569997923610587,0.8215947885001439,0.7991047860585354,0.9334796217626814,0.9334796217626814,0.7991047860585354,1.2673119696022819,1.2673119696022817,0.7991047860585353,1.1500293145962164,0.9334796217626814,0.9334796217626814,1.1500293145962164,1.2673119696022817,1.2673119696022817,1.1500293145962164
3520.0,0.8198378745627528,0.9750768462797474,0.9750775433176644,0.8198314983837042,1.2513648912561883,1.2513646792122404,0.819858661347397,0.8326618303798218,0.9673317181949111,0.967304543987073,0.8326692083139262,1.2638518638308178,1.2638186932374178,0.8324743001104125,1.2957355114444713,0.967331718194911,0.9673284495843092,1.2957391399543685,1.2638518638308176,1.2638477543363458,1.2957153621894824
3540.0,0.826856475092874,1.0160514072211937,1.0160518889719694,0.8268522709858034,1.2309950309434095,1.2309948876081995,0.8268702072926037,0.8909343390393473,1.008442363340407,1.0084235622438529,0.8909394627281062,1.246007126820179,1.245985416863343,0.8908044874672094,1.4878954972983083,1.0084423633404067,1.008440093946265,1.4878982519492567,1.246007126820179,1.2460044274560313,1.4878802088667
3560.0,0.8448309456604958,1.0551676122800857,1.0551674875282926,0.8448267095051815,1.1950081132261399,1.1950084118089084,0.844844849445135,0.9644859662217141,1.0478210089234588,1.0478044408046654,0.9644915356459938,1.212110578707066,1.2120875028124398,0.9643439956691002,1.6845177260163202,1.047821008923459,1.0478193137250689,1.6845202030833497,1.2121105787070667,1.212107467417284,1.684503698473927
3580.0,0.8743952655997677,1.0952033940938193,1.0952031971755845,0.8743888141458114,1.14300954724575,1.1430099691779811,0.8744164821098546,1.0553031954502807,1.0882402057567073,1.0882144987485807,1.0553121000226764,1.161782444524668,1.1617494160002106,1.0550769056603149,1.8979845344243715,1.0882402057567075,1.0882375653555918,1.897988693619707,1.1617824445246685,1.1617779761910694,1.8979609927710748
3600.0,0.9213833007720418,1.1397610797864315,1.1397610797864315,0.9213833007720418,1.0676021392461426,1.0676021392461428,0.9213833007720419,1.173440762528482,1.1333742361684074,1.1333742361684076,1.173440762528482,1.0874380232843563,1.0874380232843561,1.173440762528482,2.1460195286117543,1.1333742361684074,1.1333742361684074,2.146019528611754,1.0874380232843561,1.0874380232843566,2.1460195286117543
3640.0,1.053483809457028,1.2268222338998689,1.2268225912550776,1.0534787782593134,0.8775344652066793,0.8775343147544855,1.0535004923730102,1.4295951728023935,1.222058134886491,1.2220363643647094,1.4296030779302278,0.8958201828757689,0.8958046749356956,1.4293947910965847,2.6210481796366536,1.222058134886491,1.2220555675797198,2.621052805988766,0.8958201828757685,0.8958182365588386,2.6210223520314524
3680.0,1.175781307460696,1.2755219315697208,1.2755213480044267,1.1757731624006542,0.7315228221957931,0.7315230309582793,1.1758085042347022,1.48964801588434,1.273782882497317,1.273754448289769,1.489660107449828,0.7377625055495532,0.7377416558775923,1.489340640442484,2.5454013732625596,1.273782882497317,1.273780099986083,2.5454066465808545,0.737762505549553,0.7377596619101136,2.5453712756514557
3720.0,1.1208623575598673,1.2102747439422452,1.2102749912076893,1.1208546636038326,0.8188282236580188,0.8188279613484728,1.1208882102995983,1.2776564435707038,1.2099046254820929,1.209873467560414,1.2776669099606355,0.8197409295344094,0.8197196717810147,1.2773902797468282,1.928260826847109,1.2099046254820924,1.2099010445047742,1.9282657425183432,0.8197409295344092,0.8197382475190996,1.9282331977794764
3760.0,1.0847992194835612,1.1635004377317046,1.1635005137622765,1.0847943602541028,0.871599854457769,0.871599653239632,1.08481565618529,1.1874831100682717,1.1633567157232898,1.163337090706426,1.1874895541888704,0.8718737163123984,0.8718586463102866,1.1873189392733712,1.6560306803915565,1.1633567157232891,1.1633544892251098,1.6560334418122344,0.8718737163123984,0.8718718100218193,1.6560151040242046
3800.0,1.0668476770430808,1.1369778084992042,1.136977808499204,1.0668476770430806,0.8983854874138002,0.8983854874138006,1.0668476770430806,1.1452866752121327,1.1369135822290648,1.1369135822290648,1.1452866752121327,0.8984868875808393,0.8984868875808392,1.1452866752121325,1.5226443409181791,1.1369135822290648,1.1369135822290648,1.5226443409181794,0.8984868875808394,0.8984868875808393,1.5226443409181791
4000.0,1.0316656929229102,1.0754125672601218,1.075412567260122,1.0316656929229102,0.9511604002891684,0.9511604002891683,1.0316656929229102,1.0674521872083074,1.075353099818095,1.0753530998180947,1.0674521872083071,0.9511970957348421,0.9511970957348421,1.067452187208307,1.2611529863738797,1.075353099818095,1.075353099818095,1.26115298637388,0.9511970957348421,0.9511970957348423,1.26115298637388
