wavenumber,SSP_I,SPS_I,PSS_I,PPP_I_xxz,PPP_I_xzx,PPP_I_zxx,PPP_I_zzz,SSP_II_n,SPS_II_n,PSS_II_n,PPP_II_xxz_n,PPP_II_xzx_n,PPP_II_zxx_n,PPP_II_zzz_n,SSP_II_w,SPS_II_w,PSS_II_w,PPP_II_xxz_w,PPP_II_xzx_w,PPP_II_zxx_w,PPP_II_zzz_w
2400.0,1.924379890789919e-05,0.001364578092047394,0.21849083955059917,2.0575040746876696e-06,0.00027280131017187536,0.04285709300333834,3.2117032127051147e-07,7.311970553483357e-08,6.262340692746528e-05,0.00017322016518464436,1.0700694659845083e-07,0.00011744961713050187,0.00034942283132724516,5.04101739628425e-14,0.0014211743173602113,0.016715194769581006,0.02056876140292911,0.002079815874154561,0.031349192295190224,0.041491675282983635,3.1053857473493525e-05
2450.0,2.0679763872625594e-05,0.001376170407000593,0.21988108479707555,2.2113071355839763e-06,0.00027429003992983955,0.04299456061631981,3.444062222505873e-07,8.193931747752769e-08,6.315200915518552e-05,0.00017707258039021193,1.1983374153944074e-07,0.00011813811292168303,0.00035651913972624725,5.726357940872183e-14,0.001463296005191798,0.01685628720810343,0.02081455208474145,0.0021400255784403055,0.03153296289810488,0.04190816097380025,3.2085502111079e-05
2500.0,2.218345307109407e-05,0.001386810209841047,0.2211109557132143,2.372420882695771e-06,0.00027577835481584274,0.043130265516516456,3.68665194390704e-07,9.155652298111967e-08,6.363682625557402e-05,0.0001808677144458101,1.3380936959247095e-07,0.00011881838269140255,0.00036370929116770663,6.485804217956188e-14,0.0015048743187744118,0.016985692691743187,0.02104695641560057,0.002199365783611376,0.03171453784355444,0.04232360442332681,3.311141770591297e-05
2550.0,2.374280845684456e-05,0.0013948577223095195,0.22192072052670708,2.539561300661794e-06,0.0002774621093175955,0.04329485878332276,3.9374022826642004e-07,1.0188034396880735e-07,6.400270879512002e-05,0.00018438513212776223,1.487987209261601e-07,0.0001195749484463392,0.00037125678916006123,7.315431556083563e-14,0.001539475015162521,0.017083352627721822,0.021240905891601925,0.002248440712215291,0.031916477414878124,0.042768255928048435,3.398944553950199e-05
2600.0,2.5364390348086794e-05,0.001401724571493434,0.22253730389050488,2.713435277237703e-06,0.0002791297782190544,0.04345528277133513,4.197341653361518e-07,1.1303790228050122e-07,6.431396532132894e-05,0.00018779974613772853,1.649853765725647e-07,0.00012031833454305719,0.00037889215762159625,8.226892229643952e-14,0.0015731820039726911,0.017166432001939055,0.021417430240998674,0.0022961504071310835,0.03211489912339411,0.04321036913846898,3.485281003096011e-05
2650.0,2.703811446392157e-05,0.0014058809009613652,0.2227197130754123,2.892969129921603e-06,0.00028096912509713914,0.043640793859904665,4.464741168377502e-07,1.2494396151297758e-07,6.450053015461617e-05,0.00019089864367226336,1.8224268971767258e-07,0.00012112956032432753,0.00038687468094209844,9.216729363339115e-14,0.0015996776641136537,0.017216229157324774,0.0215529499144118,0.0023332825104883156,0.03233142833509517,0.04367915067963685,3.556089409743558e-05
2700.0,2.876323382175735e-05,0.0014073249505942992,0.22247058423085891,3.078087546128772e-06,0.0002829580958313719,0.04384785863717357,4.7394252380167064e-07,1.376230119344285e-07,6.456217103702018e-05,0.00019366702195965102,2.0060429028945107e-07,0.00012199986348026228,0.00039518748999974046,1.0289413291762404e-13,0.0016189853268670142,0.017232682100492586,0.02164697994488709,0.002359891691949992,0.03256372624850767,0.044171772684545814,3.611260827067749e-05
2750.0,3.055011641481149e-05,0.0014076700394582348,0.2220473075405668,3.2699046762076046e-06,0.0002848998795489218,0.04404595185368602,5.023047336269268e-07,1.512357450444798e-07,6.457259310333225e-05,0.0001963144850883937,2.2030212168984412e-07,0.0001228453230578448,0.00040356544126336275,1.1459893280603864e-13,0.0016374586220464153,0.017235463917657373,0.021723907800377248,0.002385253621821073,0.032789393011184255,0.04465803139017665,3.6648551446057815e-05
2800.0,3.237651511483913e-05,0.0014036460121524808,0.22093640238179285,3.466043755258862e-06,0.00028712643113567557,0.044286384628558904,5.311895713204998e-07,1.6555501207705993e-07,6.438163493025813e-05,0.00019837259339423194,2.41002930346679e-07,0.00012380929767062289,0.00041248522194362746,1.271405272888495e-13,0.001642831019170087,0.017184494109204203,0.021732885901381307,0.0023915137616016256,0.033046693343377606,0.045190185353333495,3.689309147687085e-05
2840.0,3.38720645051871e-05,0.001398236591031676,0.21970579936424484,3.6267092561510345e-06,0.0002889800550628057,0.044488623311830615,5.547691244266867e-07,1.7762362113065918e-07,6.412724501926272e-05,0.000199713311340907,2.58436453367922e-07,0.0001246094051319086,0.0004198340453653547,1.3787551721276327e-13,0.0016419439468114228,0.0171165933494351,0.021705372573441937,0.0023889737611571984,0.033260254896607645,0.045628677990898724,3.6972578935156824e-05
